Name,Hispanic,API,Black,AIAN,White,race,freq
peal,0.0078,0.0257,0.0733,0.0025,0.8876,White,0.00006
tunstall,0.0032,0.002,0.6489,0.0003,0.3452,Black,0.00006
thorp,0.0015,0.0022,0.0042,0.0029,0.9889,White,0.00006
corbishley,0.0159,0.003,0.0019,0.0003,0.9788,White,0.00006
musgrave,0.0025,0.0019,0.0054,0.0003,0.9897,White,0.00006
petty,0.0069,0.0059,0.0721,0.002,0.9122,White,0.00006
whorlow,0.0171,0.0141,0.0122,0.0006,0.9558,White,0.00006
hands,0.0071,0.0025,0.6255,0,0.3648,Black,0.00006
sleight,0.0031,0.0026,0.0047,0.0004,0.9889,White,0.00006
sparton,0.0161,0.0276,0.0145,0.0004,0.9412,White,0.00006
maudsley,0.0108,0.0018,0.0032,0.0002,0.9836,White,0.00006
mcmeekin,0.0053,0.0094,0.0047,0.0006,0.9799,White,0.00006
sears,0.0025,0.0016,0.0355,0.0038,0.956,White,0.00006
hearne,0.001,0.001,0.0719,0.0013,0.9242,White,0.00006
babbs,0.0017,0.002,0.0871,0.0028,0.906,White,0.00006
bodin,0,0.0007,0,0,0.9992,White,0.00006
napper,0.0051,0.0014,0.2879,0.0002,0.7049,White,0.00006
chalkley,0.0036,0.0022,0.0373,0.0002,0.9564,White,0.00006
merchant,0.0038,0.2978,0.2873,0,0.4111,White,0.00006
peet,0.0025,0.0031,0.0132,0.0014,0.9793,White,0.00006
egerton,0.0007,0.0004,0.1,0.0005,0.8979,White,0.00006
marston,0.0009,0.001,0.0134,0.0018,0.9826,White,0.00006
puckering,0.0173,0.0147,0.015,0.0006,0.9521,White,0.00006
brindle,0.001,0.0027,0.0025,0.0018,0.9914,White,0.00006
cubitt,0.0019,0.0047,0.052,0.0001,0.9409,White,0.00006
moth,0.0068,0.5157,0.0034,0.0004,0.4727,API,0.00006
lucey,0.0024,0.0049,0.0036,0.0008,0.9878,White,0.00006
kingscott,0.0008,0.0007,0.0006,0,0.9979,White,0.00006
gresham,0.0021,0.0022,0.1224,0.0012,0.8715,White,0.00006
clive,0.0052,0.0165,0.0221,0.0019,0.954,White,0.00006
ferns,0.012,0.0236,0.0146,0.0014,0.9475,White,0.00006
mallet,0.0083,0.0041,0.1869,0.0001,0.7994,White,0.00006
lange,0.0028,0.0027,0.0041,0.0009,0.9891,White,0.00006
dickerson,0.0034,0.0027,0.1632,0.0017,0.8279,White,0.00006
jopson,0.008,0.0445,0.0023,0.0002,0.9436,White,0.00006
farhall,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00006
train,0.0107,0.0517,0.0011,0,0.9365,White,0.00006
schneider,0.0035,0.0036,0.0018,0.0017,0.9886,White,0.00006
fifield,0.0031,0.0018,0.0033,0.0003,0.9912,White,0.00006
mcewen,0.0034,0.0051,0.1415,0.0003,0.8493,White,0.00006
imran,0.0002,0.9813,0.0016,0,0.0076,API,0.00006
constable,0.0029,0.0014,0.0121,0.001,0.9822,White,0.00006
winsor,0.0075,0.027,0.0061,0.0021,0.9565,White,0.00006
mawby,0.002,0.0022,0.0006,0.0003,0.9946,White,0.00006
mycock,0.0091,0.009,0.0615,0.0002,0.92,White,0.00006
bussey,0.005,0.0041,0.2124,0.0011,0.7768,White,0.00006
anscombe,0.0094,0.0086,0.0499,0.0003,0.9318,White,0.00006
bowring,0.0134,0.0215,0.0018,0.0011,0.9617,White,0.00006
goodson,0.0023,0.0015,0.4764,0.0006,0.5189,White,0.00006
tomas,0.6345,0.0932,0.0096,0.0012,0.2607,Hispanic,0.00006
morrell,0.0028,0.0014,0.0499,0.002,0.9434,White,0.00006
issac,0.0522,0.1855,0.3581,0.0142,0.3875,White,0.00006
leadley,0.0054,0.0018,0.0072,0.0002,0.9848,White,0.00006
roles,0.0198,0.0246,0.0193,0.0016,0.9339,White,0.00006
hobart,0.0014,0.0051,0.0008,0.0033,0.9891,White,0.00006
chadderton,0.0052,0.0015,0.0146,0.0002,0.9781,White,0.00006
aylward,0.0017,0.0093,0.0021,0.0002,0.9865,White,0.00006
caine,0.0038,0.0042,0.0793,0.0013,0.9108,White,0.00006
hollett,0.0022,0.0059,0.0059,0.0011,0.9846,White,0.00006
parris,0.0029,0.0004,0.1412,0.0024,0.8522,White,0.00006
burchell,0.0007,0.0004,0.0191,0.0005,0.9789,White,0.00006
boston,0.0027,0.0032,0.1649,0.0053,0.8232,White,0.00006
curson,0.0022,0.002,0.0487,0.0001,0.947,White,0.00006
claxton,0.0041,0.0012,0.1338,0.0023,0.8577,White,0.00006
eason,0.0031,0.0629,0.126,0.0015,0.8047,White,0.00006
thurman,0.0024,0.0007,0.1056,0.0029,0.8879,White,0.00006
weber,0.0024,0.0048,0.0064,0.0017,0.984,White,0.00006
descol,0.0191,0.0143,0.0124,0.0006,0.9533,White,0.00006
langdon,0.0006,0.0007,0.0066,0.0006,0.9913,White,0.00006
rushby,0.0165,0.0142,0.0128,0.0006,0.9556,White,0.00006
mcdade,0.0022,0.0014,0.0587,0.0006,0.9367,White,0.00006
howland,0.0015,0.0016,0.0083,0.001,0.9872,White,0.00006
capps,0.0011,0.0021,0.0044,0.0102,0.9816,White,0.00006
bagnall,0.0022,0.0012,0.0018,0.0002,0.9943,White,0.00006
trinder,0.0037,0.0099,0.0011,0.0042,0.9805,White,0.00006
neighbour,0.0027,0.0032,0.0074,0.0002,0.9864,White,0.00006
nokes,0.0034,0.0037,0.0502,0.0005,0.9419,White,0.00006
treseder,0.0189,0.0091,0.0038,0.0005,0.9677,White,0.00006
bernet,0.0123,0.0031,0.0168,0.0014,0.966,White,0.00006
rodham,0.0143,0.0324,0.0102,0.0004,0.9425,White,0.00006
kirkby,0.0028,0.0016,0.0036,0.0003,0.9917,White,0.00006
mccree,0.0027,0.0011,0.5195,0.0008,0.4737,Black,0.00006
ostler,0.0113,0.0029,0.001,0.0006,0.9838,White,0.00006
ferrier,0.0028,0.0025,0.0101,0.0007,0.9834,White,0.00006
baldry,0.0044,0.0008,0.0201,0.0009,0.9736,White,0.00006
rann,0.0062,0.2528,0.0329,0.0009,0.707,White,0.00006
thurlow,0.0006,0.0004,0.001,0.001,0.9967,White,0.00006
wynne,0.003,0.0091,0.0304,0.0028,0.9541,White,0.00006
findley,0.0016,0.0018,0.0279,0.0012,0.9667,White,0.00006
clulow,0.0007,0.0006,0.0005,0,0.9981,White,0.00006
mcgilloway,0.0051,0.0121,0.0039,0.0003,0.9786,White,0.00006
castelow,0.0061,0.0023,0.0897,0.0002,0.901,White,0.00006
newlands,0.0059,0.0047,0.0026,0.0001,0.9866,White,0.00006
ingledew,0.0033,0.0007,0.0006,0,0.9954,White,0.00006
leck,0.0042,0.0312,0.0023,0,0.9621,White,0.00005
thistlethwaite,0.01,0.0015,0.0016,0.0001,0.9863,White,0.00005
kacy,0.0081,0.0082,0.0656,0.0007,0.9173,White,0.00005
feltham,0.0017,0.0053,0.0012,0.0008,0.9908,White,0.00005
weale,0.0047,0.0101,0.0019,0.0003,0.9812,White,0.00005
bellinger,0.0041,0.0028,0.0582,0.0008,0.9338,White,0.00005
beecham,0.0034,0.0033,0.3115,0.0004,0.6809,White,0.00005
austen,0.0017,0.0042,0.0087,0.0011,0.9839,White,0.00005
malton,0.0165,0.0113,0.0498,0.0282,0.8936,White,0.00005
jourdan,0.0066,0.0014,0.0511,0.0055,0.9347,White,0.00005
galliford,0.0111,0.0042,0.0026,0.0004,0.9804,White,0.00005
pitchford,0.0052,0.004,0.296,0.0009,0.6935,White,0.00005
godby,0.0026,0.0018,0.0036,0.0002,0.9914,White,0.00005
moffatt,0.0104,0.0038,0.0408,0.0006,0.9441,White,0.00005
ebden,0.0169,0.0143,0.0136,0.0006,0.9542,White,0.00005
rogerson,0.0079,0.0119,0.0277,0.0085,0.9435,White,0.00005
brampton,0.0024,0.0014,0.0231,0,0.9732,White,0.00005
bobbins,0.0278,0.0035,0.0585,0.0003,0.909,White,0.00005
kilbee,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00005
hayworth,0.0031,0.0035,0.0122,0.0005,0.9804,White,0.00005
glaister,0.005,0.0017,0.003,0.0003,0.9883,White,0.00005
tinker,0.0014,0.001,0.0835,0.011,0.9024,White,0.00005
redden,0.0058,0.0051,0.0535,0.0029,0.9319,White,0.00005
castets,0.0021,0.0001,0.0001,0,0.9976,White,0.00005
phipps,0.0048,0.0012,0.0374,0.0092,0.9467,White,0.00005
ginty,0.0015,0.0015,0.0019,0.0002,0.9944,White,0.00005
parrott,0.0027,0.0035,0.1189,0.0004,0.8743,White,0.00005
harradine,0.0128,0.0043,0.0285,0.0002,0.9541,White,0.00005
grinham,0.0167,0.0143,0.0128,0.0006,0.9553,White,0.00005
waterworth,0.0049,0.0034,0.0011,0.0006,0.9894,White,0.00005
halpin,0.0026,0.0027,0.0006,0.0003,0.9938,White,0.00005
braybrook,0.0076,0.0071,0.0184,0.0002,0.9665,White,0.00005
monks,0.0072,0.0029,0.0017,0.0013,0.9864,White,0.00005
blakemore,0.0028,0.0022,0.0601,0.0005,0.934,White,0.00005
sleigh,0.0089,0.0107,0.0106,0.0001,0.9693,White,0.00005
hearn,0.0029,0.0115,0.0723,0.001,0.9116,White,0.00005
manktelow,0.0167,0.0143,0.0128,0.0006,0.9554,White,0.00005
peaker,0.0044,0.0091,0.1147,0.0019,0.8686,White,0.00005
lacy,0.0021,0.0008,0.1016,0.0017,0.8932,White,0.00005
griffith,0.0023,0.0017,0.0332,0.0017,0.9606,White,0.00005
coulon,0,0,0.0001,0,0.9998,White,0.00005
mulhearn,0.0093,0.0038,0.0012,0.0001,0.9851,White,0.00005
arnett,0.0013,0.002,0.0379,0.0016,0.9566,White,0.00005
hitchman,0.0342,0.0066,0.0536,0.0013,0.9034,White,0.00005
bulmer,0.0122,0.0038,0.012,0.0005,0.9712,White,0.00005
whittam,0.0103,0.003,0.0019,0.0003,0.9832,White,0.00005
stead,0.0012,0.002,0.0051,0.0066,0.9847,White,0.00005
southcott,0.0034,0.0072,0.0013,0.0065,0.9801,White,0.00005
marden,0.0142,0.0161,0.0125,0.0035,0.9514,White,0.00005
huntley,0.0011,0.0006,0.1026,0.0007,0.8943,White,0.00005
lawn,0.0015,0.0125,0.0037,0.0051,0.977,White,0.00005
totten,0.004,0.0059,0.0574,0.0004,0.9319,White,0.00005
eaves,0.0015,0.0008,0.0221,0.0021,0.9731,White,0.00005
mcinnes,0.0027,0.0025,0.0075,0.0004,0.9869,White,0.00005
tansley,0.001,0.0025,0.0134,0.0001,0.9827,White,0.00005
spurr,0.0024,0.0042,0.0019,0.0006,0.9906,White,0.00004
pilbrow,0.0166,0.0143,0.0125,0.0006,0.9557,White,0.00004
gillen,0.0095,0.0072,0.0046,0.0027,0.9754,White,0.00004
arah,0.0598,0.205,0.1377,0.0001,0.5974,White,0.00004
withey,0.0025,0.001,0.0039,0.0002,0.992,White,0.00004
darrington,0.0008,0.0006,0.1919,0.0021,0.804,White,0.00004
cure,0.0209,0.0007,0.0244,0.0007,0.9527,White,0.00004
morrant,0.0143,0.0087,0.0144,0.0003,0.9622,White,0.00004
craine,0.0138,0.0136,0.0928,0.001,0.8783,White,0.00004
guilbert,0.069,0.0569,0.0034,0.0052,0.8639,White,0.00004
hayton,0.0039,0.003,0.0308,0.0005,0.9615,White,0.00004
antony,0.0128,0.5378,0.03,0.0013,0.4164,API,0.00004
ropple,0.0246,0.015,0.0129,0.0007,0.9465,White,0.00004
merifield,0.0169,0.0143,0.0163,0.0006,0.9517,White,0.00004
lyme,0.0306,0.0047,0.0329,0.0029,0.9287,White,0.00004
pidd,0.0172,0.0145,0.0136,0.0006,0.9538,White,0.00004
ryans,0.0044,0.0072,0.4745,0.0016,0.5115,White,0.00004
howitt,0.0019,0.0073,0.0209,0.0002,0.9696,White,0.00004
batson,0.0018,0.0035,0.0711,0.0033,0.9191,White,0.00004
wendy,0.0223,0.0163,0.0148,0.0003,0.9455,White,0.00004
mullings,0.0162,0.0143,0.3267,0.001,0.6384,White,0.00004
humprey,0.0069,0.0101,0.5043,0.0013,0.4766,Black,0.00004
esan,0.0001,0.0047,0.9077,0,0.0875,Black,0.00004
whistler,0.0029,0.0026,0.0063,0.0098,0.9773,White,0.00004
walkers,0.02,0.0203,0.0015,0,0.9581,White,0.00004
balshaw,0.0168,0.0143,0.0134,0.0006,0.9546,White,0.00004
karne,0.0005,0.4267,0.0607,0.0001,0.512,White,0.00004
basset,0.0002,0.0002,0.0061,0,0.9934,White,0.00004
shearwood,0.0173,0.0148,0.0154,0.0006,0.9515,White,0.00004
mckelvie,0.0065,0.01,0.0331,0.0124,0.9372,White,0.00004
diskin,0.0033,0.0024,0.0022,0.0002,0.9917,White,0.00004
jewers,0.0032,0.0038,0.0045,0.0023,0.9857,White,0.00004
dowdeswell,0.0002,0.0008,0.0504,0,0.9485,White,0.00004
sewel,0.0405,0.1224,0.0291,0.0015,0.8057,White,0.00004
loughenbury,0.0041,0.001,0.0027,0,0.9922,White,0.00004
disley,0.0016,0.0003,0.0181,0,0.9801,White,0.00004
baulch,0.0018,0.0147,0.0013,0.0002,0.9813,White,0.00004
purchas,0.0176,0.0687,0.0318,0.0005,0.8812,White,0.00004
wooler,0.0106,0.0041,0.008,0.0004,0.9756,White,0.00004
swaby,0.0199,0.0022,0.7706,0.0003,0.2056,Black,0.00004
sperry,0.0018,0.0029,0.0012,0.0008,0.9928,White,0.00004
rugg,0.0045,0.0017,0.0062,0.0003,0.9871,White,0.00004
skervin,0.0196,0.0166,0.0292,0.0006,0.9337,White,0.00004
wheldon,0.0066,0.0024,0.0253,0.0001,0.9655,White,0.00004
maycock,0.0046,0.002,0.06,0.003,0.9293,White,0.00004
purd,0.0054,0.0519,0.0089,0,0.9337,White,0.00004
portrey,0.0053,0.0135,0.0012,0.005,0.9734,White,0.00004
mortensen,0.0035,0.006,0.0002,0.0001,0.99,White,0.00004
deen,0.003,0.1673,0.0325,0.0021,0.7868,White,0.00004
carret,0.0017,0.0005,0.0045,0,0.9932,White,0.00004
eames,0.0034,0.002,0.0243,0.0004,0.9697,White,0.00004
hendy,0.0105,0.4038,0.0304,0,0.5552,White,0.00004
hugh,0.0008,0.0918,0.0778,0.0019,0.8259,White,0.00004
kristensen,0.0026,0.001,0.0008,0.0002,0.9953,White,0.00004
foxall,0.0101,0.0032,0.0467,0.0005,0.9386,White,0.00004
exton,0.0015,0.0039,0.0858,0,0.9086,White,0.00004
dallinger,0.0002,0.0002,0.0002,0,0.9994,White,0.00004
raval,0,0.998,0.0001,0,0.0018,API,0.00004
meagher,0.0033,0.0037,0.0015,0.0002,0.9912,White,0.00004
marke,0.002,0.01,0.0381,0.002,0.9464,White,0.00004
whateley,0.0173,0.0151,0.0154,0.0006,0.9513,White,0.00004
syers,0.0079,0.0213,0.0224,0.0027,0.9451,White,0.00004
rosenblatt,0.0014,0.0021,0.0001,0.0001,0.9961,White,0.00004
yarnold,0.0052,0.003,0.0039,0.0021,0.9853,White,0.00004
mcgurk,0.0017,0.005,0.001,0.0005,0.9916,White,0.00004
mcgreger,0.0077,0.0033,0.0058,0.0036,0.9795,White,0.00004
pepperman,0.0025,0.001,0.0019,0.0001,0.9943,White,0.00004
bartle,0.0013,0.0009,0.0007,0.0002,0.9968,White,0.00004
chewins,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
combe,0.0009,0.0001,0,0,0.999,White,0.00004
emmins,0.0169,0.0143,0.013,0.0006,0.9549,White,0.00004
jerry,0.0086,0.0057,0.1591,0.0124,0.8132,White,0.00004
hester,0.0017,0.0034,0.0714,0.0008,0.922,White,0.00004
fricker,0.0012,0.0007,0.0001,0.0001,0.9978,White,0.00004
pettifer,0.0029,0.0035,0.0022,0.0004,0.9909,White,0.00004
ellans,0.0197,0.0067,0.0338,0,0.9397,White,0.00004
haselton,0.0112,0.0029,0.0042,0.0004,0.9812,White,0.00004
seabridge,0.0011,0.0021,0.0029,0.0006,0.993,White,0.00004
ellard,0.006,0.0061,0.0122,0.0011,0.9742,White,0.00004
cravey,0.0069,0.0021,0.0041,0.0004,0.9863,White,0.00004
bailes,0.0222,0.0042,0.0111,0.0005,0.9616,White,0.00004
morgon,0.0016,0.0005,0.107,0.0157,0.8744,White,0.00004
mumford,0.0017,0.0059,0.1175,0.0003,0.8739,White,0.00004
wilmore,0.0213,0.0105,0.269,0.002,0.6949,White,0.00004
wead,0.004,0.0105,0.0156,0.0001,0.9693,White,0.00004
turland,0.003,0.0006,0.0005,0,0.9958,White,0.00004
stclair,0.0018,0.0006,0.0463,0.0041,0.9465,White,0.00004
sidwell,0.0021,0.0031,0.0709,0.0003,0.9234,White,0.00004
meltzer,0.002,0.0042,0.0002,0.0001,0.9932,White,0.00004
longbone,0.0173,0.0147,0.0186,0.0006,0.9486,White,0.00004
paxton,0.0015,0.0013,0.0241,0.0014,0.9713,White,0.00004
barrell,0.0043,0.0038,0.0633,0.0005,0.928,White,0.00004
bobberson,0.0265,0.0229,0.0142,0.0007,0.9353,White,0.00004
deanus,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
cordingley,0.0029,0.0062,0.0012,0.0002,0.9893,White,0.00004
garet,0.0023,0.0009,0.0004,0,0.9963,White,0.00004
henshall,0.0225,0.0111,0.0032,0.0022,0.9596,White,0.00004
thornhill,0.0032,0.0034,0.0622,0.0005,0.9303,White,0.00004
searl,0.005,0.0085,0.0126,0.0005,0.9728,White,0.00004
wendon,0.0124,0.0112,0.0117,0.0003,0.9643,White,0.00004
meston,0.0109,0.0073,0.0024,0.0013,0.9779,White,0.00004
leeman,0.0006,0.0052,0.0012,0.0009,0.9918,White,0.00004
pendry,0.0019,0.005,0.0015,0.0028,0.9879,White,0.00004
oakton,0.0142,0.0152,0.0395,0.0003,0.9306,White,0.00004
mold,0.0037,0.0604,0.0255,0.0001,0.91,White,0.00004
blackthorn,0.0153,0.0106,0.0219,0.0003,0.9517,White,0.00004
emmings,0.0183,0.0152,0.0145,0.0006,0.951,White,0.00004
fielder,0.0024,0.0014,0.0521,0.0053,0.9382,White,0.00004
gilbranch,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
hipwell,0.0048,0.0036,0.0007,0.0006,0.9901,White,0.00004
kingman,0.0125,0.0587,0.0039,0.0006,0.9227,White,0.00004
forester,0.0028,0.0015,0.0107,0.0028,0.9817,White,0.00004
feetham,0.0051,0.0171,0.0024,0.0002,0.9749,White,0.00004
cater,0.0024,0.0035,0.0661,0.0015,0.9261,White,0.00004
tips,0.0119,0.0083,0.1376,0,0.8421,White,0.00004
wisdom,0.0004,0.001,0.551,0,0.4476,Black,0.00004
megson,0.0005,0.0004,0.0141,0,0.9849,White,0.00004
macdougall,0.003,0.0031,0.0008,0.0002,0.9927,White,0.00004
readle,0.0187,0.0158,0.0192,0.0006,0.9454,White,0.00004
cammack,0.0025,0.0032,0.1284,0.0006,0.8649,White,0.00004
bernerd,0.009,0.0112,0.024,0.0008,0.9547,White,0.00004
bedson,0.0006,0.0008,0.0103,0.0001,0.9881,White,0.00004
eslick,0.008,0.0034,0.0304,0.0018,0.9558,White,0.00004
gormley,0.0028,0.004,0.0006,0.0002,0.9922,White,0.00004
horricks,0.0163,0.014,0.0204,0.0006,0.9484,White,0.00004
kurian,0.0002,0.9507,0.0006,0.0012,0.0461,API,0.00004
geraghty,0.0025,0.0025,0.0007,0.0002,0.9939,White,0.00004
ballam,0.0037,0.0183,0.0084,0.0001,0.9692,White,0.00004
twine,0.0047,0.0051,0.3811,0.0017,0.6032,White,0.00004
mcchord,0.0086,0.0075,0.0501,0.0002,0.9334,White,0.00004
minchin,0.0011,0.021,0.0017,0.0001,0.9759,White,0.00004
cardew,0.0119,0.0044,0.0153,0.0005,0.9665,White,0.00004
ayling,0.0067,0.0116,0.0207,0.0007,0.9595,White,0.00004
gerald,0.006,0.0034,0.1978,0.0012,0.7908,White,0.00004
hayter,0.0036,0.0041,0.0138,0.0009,0.9772,White,0.00004
hersey,0.0054,0.0115,0.036,0.0011,0.9453,White,0.00004
godman,0.0096,0.0082,0.0371,0.0012,0.9438,White,0.00004
alanson,0.0062,0.0016,0.0174,0.0004,0.9742,White,0.00004
bramald,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
oman,0.0102,0.0344,0.006,0.0028,0.9447,White,0.00004
mantle,0.0042,0.0079,0.0307,0.0007,0.9561,White,0.00004
arkins,0.0042,0.003,0.2953,0.0001,0.6972,White,0.00004
freight,0.0276,0.0665,0.1373,0,0.7685,White,0.00004
gibbond,0.002,0.0023,0.0341,0,0.9616,White,0.00004
hewson,0.0038,0.0029,0.1132,0.0008,0.8791,White,0.00004
swatman,0.0066,0.0151,0.005,0.0028,0.9699,White,0.00004
roderick,0.0081,0.0053,0.0289,0.0015,0.9543,White,0.00004
mcneill,0.0009,0.0011,0.1414,0.0041,0.852,White,0.00004
manton,0.0015,0.0058,0.0135,0.0015,0.9769,White,0.00004
leverett,0.0049,0.0025,0.115,0.0077,0.8689,White,0.00004
heyburn,0.0072,0.0177,0.0055,0.0003,0.9684,White,0.00004
innalls,0.0176,0.0141,0.0122,0.0006,0.9551,White,0.00004
mordauntsmith,0.0034,0.0039,0.0573,0,0.9355,White,0.00004
shime,0.0133,0.0194,0.4315,0.0003,0.5354,White,0.00004
steeper,0.0185,0.0147,0.0151,0.0006,0.9508,White,0.00004
thelwell,0.0094,0.0199,0.4992,0.0006,0.4634,Black,0.00004
wayney,0.0431,0.2934,0.0197,0.001,0.6423,White,0.00004
lawley,0.0037,0.0051,0.0091,0.0013,0.9804,White,0.00004
odonoghue,0.0019,0.0006,0.0017,0.0001,0.9955,White,0.00004
primmer,0.0033,0.0044,0.0201,0,0.9717,White,0.00004
donalds,0.0161,0.0029,0.1565,0.0004,0.8238,White,0.00004
carswell,0.0052,0.0037,0.1823,0.0004,0.8073,White,0.00004
kerrighen,0.0016,0.002,0.0092,0,0.9872,White,0.00004
hallet,0.0015,0.003,0.0099,0.0043,0.981,White,0.00004
embleton,0.0037,0.0164,0.0017,0.0001,0.9776,White,0.00004
boddington,0.0068,0.0058,0.0386,0.0002,0.9485,White,0.00004
cherriman,0.0174,0.015,0.015,0.0006,0.9517,White,0.00004
dowdell,0.0024,0.0019,0.3904,0.0002,0.6045,White,0.00004
malcolmson,0.0042,0.0035,0.0032,0.0004,0.9886,White,0.00004
mcgunigall,0.0124,0.0007,0.0158,0,0.9711,White,0.00004
wratten,0.0111,0.0017,0.001,0.0014,0.9845,White,0.00004
solomons,0.0038,0.0049,0.0655,0.0001,0.9256,White,0.00004
meltham,0.0056,0.0047,0.0038,0.0002,0.9857,White,0.00004
ledgard,0.2987,0.0023,0.002,0.0002,0.6965,White,0.00004
munher,0.1741,0.0219,0.0587,0,0.7453,White,0.00004
raynham,0.0093,0.0098,0.014,0.0002,0.9665,White,0.00004
dolittle,0.0226,0.0321,0.3859,0.0025,0.5563,White,0.00004
cleet,0.0059,0.0052,0.0052,0.0002,0.9835,White,0.00004
balsdon,0.0012,0.0089,0.0612,0.0002,0.9283,White,0.00004
hudds,0.0255,0.0161,0.0132,0.0007,0.9442,White,0.00004
hosband,0.0317,0.0707,0.0569,0.0011,0.839,White,0.00004
goulbourne,0.0259,0.0071,0.8821,0.0009,0.0811,Black,0.00004
manifold,0.0005,0.0118,0.2241,0.0001,0.7631,White,0.00004
melton,0.002,0.0016,0.0588,0.0023,0.9348,White,0.00004
wicksted,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
sparkhall,0.0093,0.0052,0.1084,0,0.8771,White,0.00004
rowell,0.0419,0.0371,0.0232,0.0039,0.8918,White,0.00004
yarnall,0.0024,0.0029,0.0025,0.0006,0.9912,White,0.00004
mcalonan,0.014,0.0031,0.0054,0.0003,0.9763,White,0.00004
pugsley,0.0019,0.0008,0.0026,0.0012,0.9935,White,0.00004
paddon,0.0025,0.0066,0.0021,0.0001,0.9887,White,0.00004
ferdinand,0.1206,0.0716,0.1768,0.0023,0.6224,White,0.00004
garraway,0.0047,0.005,0.3669,0.0005,0.6216,White,0.00004
bidwell,0.0015,0.0006,0.0018,0.0016,0.9941,White,0.00004
carnel,0.0104,0.0034,0.0407,0.0006,0.9447,White,0.00004
orwin,0.0083,0.0023,0.0126,0.0047,0.9713,White,0.00004
repton,0.0063,0.0063,0.0338,0.0002,0.9532,White,0.00004
ludick,0.007,0.0142,0.0029,0.0004,0.9752,White,0.00004
morten,0.0014,0.0011,0.0141,0.0008,0.9821,White,0.00004
dalling,0.004,0.0049,0.1036,0.0009,0.8864,White,0.00004
clapton,0.0291,0.042,0.032,0,0.8969,White,0.00004
beards,0.0059,0.0056,0.2465,0.0003,0.7414,White,0.00004
dunem,0.0176,0.0141,0.0122,0.0006,0.9551,White,0.00004
lamey,0.003,0.002,0.0069,0,0.9878,White,0.00004
sirmond,0.0069,0.0118,0.2477,0,0.7335,White,0.00004
gillane,0.016,0.0173,0.0173,0.0003,0.9489,White,0.00004
addinall,0.0113,0.02,0.1421,0.0003,0.8262,White,0.00004
mousley,0.0012,0.0065,0.0091,0.0012,0.9806,White,0.00004
obrian,0.0045,0.0007,0.0129,0.0012,0.9801,White,0.00004
markwell,0.0129,0.011,0.0014,0.0012,0.973,White,0.00004
merrington,0.017,0.0142,0.0158,0.0006,0.9521,White,0.00004
mikinson,0.0062,0.0072,0.0649,0,0.9217,White,0.00004
prandle,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
ridding,0.0172,0.0147,0.015,0.0006,0.9522,White,0.00004
parkhurst,0.0035,0.0024,0.0006,0.0019,0.9914,White,0.00004
cassels,0.013,0.0061,0.0025,0.001,0.977,White,0.00004
connan,0.0023,0.0006,0.0003,0,0.9968,White,0.00004
brisson,0.0042,0.0051,0.0669,0.0066,0.9155,White,0.00004
hore,0.0127,0.3275,0.0143,0.0191,0.6223,White,0.00004
glassey,0.0028,0.0063,0.001,0.0007,0.989,White,0.00004
goswell,0.0007,0.0006,0.0195,0,0.9791,White,0.00004
clover,0.0029,0.0041,0.037,0.0023,0.9531,White,0.00004
darmody,0.0007,0.0001,0.0003,0.0001,0.9988,White,0.00004
redgrave,0.0062,0.0027,0.0017,0.0029,0.9859,White,0.00004
mckimmie,0.0025,0.0031,0.014,0.0003,0.98,White,0.00004
rapley,0.0234,0.0059,0.18,0.0011,0.7885,White,0.00004
mordan,0.1438,0.0059,0.0639,0.0001,0.7862,White,0.00004
nood,0.0094,0.0221,0.0314,0.0016,0.935,White,0.00004
cawthorne,0.0053,0.0102,0.0855,0.002,0.8961,White,0.00004
blight,0.0051,0.0097,0.0179,0,0.9669,White,0.00004
glassford,0.0014,0.0227,0.0129,0.0007,0.9619,White,0.00004
elfman,0.0009,0.0039,0.0024,0.0005,0.9922,White,0.00004
ettrick,0.0095,0.0081,0.1912,0.0002,0.7908,White,0.00004
belshaw,0.0033,0.0049,0.0356,0.0008,0.9549,White,0.00004
browitt,0.0175,0.0148,0.0152,0.0006,0.9515,White,0.00004
paget,0.0013,0.0024,0.0068,0.0015,0.9874,White,0.00004
mackerr,0.0228,0.0171,0.0361,0.0007,0.923,White,0.00004
mccarragher,0.003,0.0121,0.0023,0.0004,0.9817,White,0.00004
sharkie,0.0401,0.0237,0.0183,0.0005,0.9171,White,0.00004
gatley,0.0036,0.0095,0.0134,0.0019,0.9708,White,0.00004
hynam,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
hanneghan,0.0013,0.0185,0.0159,0,0.9643,White,0.00004
walley,0.0048,0.0027,0.0356,0.0042,0.9522,White,0.00004
spilman,0.0023,0.0021,0.0011,0.0001,0.9942,White,0.00004
locking,0.0217,0.0822,0.0739,0.0006,0.8213,White,0.00004
dagley,0.0178,0.0054,0.011,0.0009,0.9643,White,0.00004
